UniProt_ID,PDB_ID,chain_id,chain_length,score,coverageChain,coverageUniProt,identity,pass_filter
P61073,8I0Q,A,363,30,1,1.03125,0.098214286,FALSE
P61073,8I0Q,B,363,30,1,1.03125,0.098214286,FALSE
P61073,8I0Q,H,118,27,1,0.335227273,0.076271186,FALSE
P61073,8I0Q,I,118,27,1,0.335227273,0.076271186,FALSE
P61073,8I0Q,L,106,29,1,0.301136364,0.122641509,FALSE
P61073,8I0Q,M,106,29,1,0.301136364,0.122641509,FALSE
P61073,8I0Q,U,9,44,1,0.025568182,1,FALSE
P61073,8I0Q,V,9,44,1,0.025568182,1,FALSE
P61073,8U4N,A,221,36.5,1,0.627840909,0.193548387,FALSE
P61073,8U4N,B,335,33.5,1,0.951704545,0.108108108,FALSE
P61073,8U4N,C,50,32,1,0.142045455,0.12,FALSE
P61073,8U4N,R,284,1473,1,0.806818182,0.992957746,TRUE
P61073,8U4O,R,296,1541,1,0.840909091,0.993243243,TRUE
P61073,8U4O,A,221,36.5,1,0.627840909,0.193548387,FALSE
P61073,8U4O,B,335,33.5,1,0.951704545,0.108108108,FALSE
P61073,8U4O,C,50,32,1,0.142045455,0.12,FALSE
P61073,8U4O,J,65,22.5,1,0.184659091,0.158730159,FALSE
P61073,8U4P,A,221,36.5,1,0.627840909,0.193548387,FALSE
P61073,8U4P,B,335,33.5,1,0.951704545,0.108108108,FALSE
P61073,8U4P,C,50,32,1,0.142045455,0.12,FALSE
P61073,8U4P,R,288,1489,1,0.818181818,0.989583333,TRUE
P61073,8U4Q,L,219,29.5,1,0.622159091,0.136054422,FALSE
P61073,8U4Q,H,219,34,1,0.622159091,0.082125604,FALSE
P61073,8U4Q,R,296,1541,1,0.840909091,0.993243243,TRUE
P61073,8U4Q,A,221,36.5,1,0.627840909,0.193548387,FALSE
P61073,8U4Q,B,335,33.5,1,0.951704545,0.108108108,FALSE
P61073,8U4Q,C,50,32,1,0.142045455,0.12,FALSE
P61073,8U4R,L,111,27.5,1,0.315340909,0.137614679,FALSE
P61073,8U4R,H,125,26,1,0.355113636,0.28125,FALSE
P61073,8U4R,R,278,1425.5,1,0.789772727,0.992805755,TRUE
P61073,8U4S,L,110,27.5,1,0.3125,0.138888889,FALSE
P61073,8U4S,H,125,26,1,0.355113636,0.28125,FALSE
P61073,8U4S,R,287,1486,1,0.815340909,0.986062718,TRUE
P61073,8U4S,A,110,27.5,1,0.3125,0.138888889,FALSE
P61073,8U4S,B,125,26,1,0.355113636,0.28125,FALSE
P61073,8U4S,C,287,1486,1,0.815340909,0.986062718,TRUE
P61073,8U4S,E,110,27.5,1,0.3125,0.138888889,FALSE
P61073,8U4S,F,125,26,1,0.355113636,0.28125,FALSE
P61073,8U4S,G,287,1486,1,0.815340909,0.986062718,TRUE
P61073,8U4T,L,112,27.5,1,0.318181818,0.136363636,FALSE
P61073,8U4T,H,125,26,1,0.355113636,0.28125,FALSE
P61073,8U4T,R,282,1436.5,1,0.801136364,0.978723404,TRUE
P61073,8U4T,F,112,27.5,1,0.318181818,0.136363636,FALSE
P61073,8U4T,G,125,26,1,0.355113636,0.28125,FALSE
P61073,8U4T,I,282,1436.5,1,0.801136364,0.978723404,TRUE
P61073,8U4T,O,112,27.5,1,0.318181818,0.136363636,FALSE
P61073,8U4T,P,125,26,1,0.355113636,0.28125,FALSE
P61073,8U4T,Q,282,1436.5,1,0.801136364,0.978723404,TRUE
P61073,8U4T,Y,112,27.5,1,0.318181818,0.136363636,FALSE
P61073,8U4T,Z,125,26,1,0.355113636,0.28125,FALSE
P61073,8U4T,AA,282,1436.5,1,0.801136364,0.978723404,TRUE
Q92633,4Z34,A,387,1478,1,1.063186813,0.958064516,TRUE
Q92633,4Z35,A,387,1460,1,1.063186813,0.948387097,TRUE
Q92633,4Z36,A,387,1444,1,1.063186813,0.941935484,TRUE
Q92633,7TD0,R,291,1493,1,0.799450549,0.996563574,TRUE
Q92633,7TD0,B,339,39.5,1,0.931318681,0.160869565,FALSE
Q92633,7TD0,A,218,29,1,0.598901099,0.121359223,FALSE
Q92633,7TD0,G,56,22,1,0.153846154,0.089285714,FALSE
Q92633,7TD1,R,294,1508.5,1,0.807692308,0.996598639,TRUE
Q92633,7TD1,B,339,39.5,1,0.931318681,0.160869565,FALSE
Q92633,7TD1,A,218,29,1,0.598901099,0.121359223,FALSE
Q92633,7TD1,G,56,22,1,0.153846154,0.089285714,FALSE
Q92633,7TD2,R,292,1500,1,0.802197802,0.996575342,TRUE
Q92633,7TD2,B,339,39.5,1,0.931318681,0.160869565,FALSE
Q92633,7TD2,A,218,29,1,0.598901099,0.121359223,FALSE
Q92633,7TD2,G,56,22,1,0.153846154,0.089285714,FALSE
Q92633,7YU3,B,338,39.5,1,0.928571429,0.161572052,FALSE
Q92633,7YU3,A,222,29,1,0.60989011,0.114285714,FALSE
Q92633,7YU3,G,54,22,1,0.148351648,0.092592593,FALSE
Q92633,7YU3,R,291,1493,1,0.799450549,0.996563574,TRUE
Q92633,7YU3,S,232,33.5,1,0.637362637,0.128571429,FALSE
Q92633,7YU4,A,267,1337,1,0.733516484,0.996254682,TRUE
Q92633,7YU5,B,338,39.5,1,0.928571429,0.161572052,FALSE
Q92633,7YU5,A,222,29,1,0.60989011,0.114285714,FALSE
Q92633,7YU5,G,54,22,1,0.148351648,0.092592593,FALSE
Q92633,7YU5,R,291,1493,1,0.799450549,0.996563574,TRUE
Q92633,7YU5,S,232,33.5,1,0.637362637,0.128571429,FALSE
Q92633,7YU6,B,338,39.5,1,0.928571429,0.161572052,FALSE
Q92633,7YU6,A,222,29,1,0.60989011,0.114285714,FALSE
Q92633,7YU6,G,54,22,1,0.148351648,0.092592593,FALSE
Q92633,7YU6,R,291,1493,1,0.799450549,0.996563574,TRUE
Q92633,7YU6,S,232,33.5,1,0.637362637,0.128571429,FALSE
Q92633,7YU7,A,222,29,1,0.60989011,0.114285714,FALSE
Q92633,7YU7,R,291,1493,1,0.799450549,0.996563574,TRUE
Q92633,7YU7,B,338,39.5,1,0.928571429,0.161572052,FALSE
Q92633,7YU7,G,54,22,1,0.148351648,0.092592593,FALSE
Q92633,7YU7,S,232,33.5,1,0.637362637,0.128571429,FALSE
Q92633,7YU8,R,291,1493,1,0.799450549,0.996563574,TRUE
Q92633,7YU8,A,222,29,1,0.60989011,0.114285714,FALSE
Q92633,7YU8,B,338,39.5,1,0.928571429,0.161572052,FALSE
Q92633,7YU8,G,54,22,1,0.148351648,0.092592593,FALSE
Q92633,7YU8,S,232,33.5,1,0.637362637,0.128571429,FALSE
Q92847,6KO5,A,399,1501.5,1,1.090163934,0.891566265,TRUE
Q92847,6KO5,H,218,49,1,0.595628415,0.149038462,FALSE
Q92847,6KO5,L,219,43.5,1,0.598360656,0.161764706,FALSE
Q92847,7F9Y,A,228,30,1,0.62295082,0.188405797,FALSE
Q92847,7F9Y,B,338,37.5,1,0.923497268,0.160220994,FALSE
Q92847,7F9Y,C,16,18,1,0.043715847,0.1875,FALSE
Q92847,7F9Y,G,57,23,1,0.155737705,0.140350877,FALSE
Q92847,7F9Y,N,128,33,1,0.349726776,0.095238095,FALSE
Q92847,7F9Y,R,287,1464,1,0.784153005,0.993031359,TRUE
Q92847,7F9Z,A,228,30,1,0.62295082,0.188405797,FALSE
Q92847,7F9Z,B,338,37.5,1,0.923497268,0.160220994,FALSE
Q92847,7F9Z,C,7,16,1,0.019125683,0.285714286,FALSE
Q92847,7F9Z,E,231,33.5,1,0.631147541,0.112612613,FALSE
Q92847,7F9Z,G,57,23,1,0.155737705,0.140350877,FALSE
Q92847,7F9Z,N,128,33,1,0.349726776,0.095238095,FALSE
Q92847,7F9Z,R,282,1451,1,0.770491803,1,TRUE
Q92847,7NA7,A,217,33,1,0.592896175,0.087557604,FALSE
Q92847,7NA7,B,336,37.5,1,0.918032787,0.160220994,FALSE
Q92847,7NA7,G,54,23,1,0.147540984,0.148148148,FALSE
Q92847,7NA7,N,232,32.5,1,0.633879781,0.125560538,FALSE
Q92847,7NA7,R,293,1487,1,0.800546448,0.986348123,TRUE
Q92847,7NA7,L,12,15,1,0.032786885,0.166666667,FALSE
Q92847,7NA8,A,217,33,1,0.592896175,0.087557604,FALSE
Q92847,7NA8,B,336,37.5,1,0.918032787,0.160220994,FALSE
Q92847,7NA8,G,54,23,1,0.147540984,0.148148148,FALSE
Q92847,7NA8,N,232,32.5,1,0.633879781,0.125560538,FALSE
Q92847,7NA8,R,287,1436,1,0.784153005,0.989547038,TRUE
Q92847,7W2Z,A,213,26,1,0.581967213,0.079812207,FALSE
Q92847,7W2Z,R,303,1549.5,1,0.827868852,0.99339934,TRUE
Q92847,7W2Z,G,55,23,1,0.150273224,0.145454545,FALSE
Q92847,7W2Z,S,232,32.5,1,0.633879781,0.125560538,FALSE
Q92847,7W2Z,B,338,37.5,1,0.923497268,0.160220994,FALSE
Q92847,7W2Z,L,16,15,1,0.043715847,0.25,FALSE
P30542,5N2S,A,388,1377.5,1,1.190184049,0.94137931,TRUE
P30542,5UEN,A,389,1452,1,1.193251534,0.933962264,TRUE
P30542,5UEN,B,387,1440,1,1.187116564,0.957792208,TRUE
P30542,6D9H,A,209,31.5,1,0.641104294,0.1875,FALSE
P30542,6D9H,B,338,37,1,1.036809816,0.072368421,FALSE
P30542,6D9H,G,57,24,1,0.174846626,0.166666667,FALSE
P30542,6D9H,R,289,1457,1,0.886503067,0.996539792,TRUE
P30542,7LD3,A,210,31.5,1,0.644171779,0.192546584,FALSE
P30542,7LD3,R,291,1455.5,1,0.892638037,0.989690722,TRUE
P30542,7LD3,B,334,37,1,1.024539877,0.0625,FALSE
P30542,7LD3,G,56,24,1,0.171779141,0.169811321,FALSE
P30542,7LD4,A,210,31.5,1,0.644171779,0.192546584,FALSE
P30542,7LD4,B,334,37,1,1.024539877,0.0625,FALSE
P30542,7LD4,G,56,24,1,0.171779141,0.169811321,FALSE
P30542,7LD4,R,289,1451.5,1,0.886503067,0.993079585,TRUE
P11229,5CXV,A,457,1449.5,1,0.993478261,0.784810127,TRUE
P11229,5CXV,C,11,15,1,0.023913043,0.090909091,FALSE
P11229,6OIJ,A,225,27,1,0.489130435,0.071111111,FALSE
P11229,6OIJ,R,296,1469.5,1,0.643478261,0.986486486,FALSE
P11229,6OIJ,H,236,43,1,0.513043478,0.231958763,FALSE
P11229,6OIJ,B,339,41,1,0.736956522,0.141221374,FALSE
P11229,6OIJ,G,59,33,1,0.12826087,0.203389831,FALSE
P11229,6WJC,A,457,1450.5,1,0.993478261,0.784810127,TRUE
P11229,6WJC,C,70,39,1,0.152173913,0.344262295,FALSE
P11229,6ZFZ,A,493,1290,1,1.07173913,0.681481481,FALSE
P11229,6ZG4,A,534,1290,1,1.160869565,0.681481481,FALSE
P11229,6ZG9,A,478,1290,1,1.039130435,0.681481481,FALSE
Q8WXD0,2M96,A,45,264,1,0.059681698,0.977777778,FALSE
P14416,5AER,A,209,27,1,0.471783296,0.053398058,FALSE
P14416,5AER,B,17,66,1,0.038374718,0.928571429,FALSE
P14416,5AER,C,17,66,1,0.038374718,0.928571429,FALSE
P14416,6CM4,A,446,1283.5,1,1.006772009,0.757255937,TRUE
P14416,6LUQ,A,436,1266.5,1,0.984198646,0.816091954,TRUE
P14416,6VMS,A,227,36.5,1,0.51241535,0.182242991,FALSE
P14416,6VMS,B,339,27,1,0.76523702,0.057471264,FALSE
P14416,6VMS,C,59,27,1,0.133182844,0.13559322,FALSE
P14416,6VMS,E,232,35,1,0.523702032,0.142857143,FALSE
P14416,6VMS,R,279,1330.5,1,0.62979684,0.974820144,FALSE
P14416,7DFP,A,336,1249,1,0.758465011,0.813253012,TRUE
P14416,7DFP,B,215,41.5,1,0.485327314,0.285714286,FALSE
P14416,7DFP,C,220,43.5,1,0.496613995,0.178082192,FALSE
P14416,7JVR,R,270,1303,1,0.609480813,0.996296296,FALSE
P14416,7JVR,A,224,36.5,1,0.505643341,0.180094787,FALSE
P14416,7JVR,B,342,27,1,0.772009029,0.057471264,FALSE
P14416,7JVR,C,58,27,1,0.130925508,0.120689655,FALSE
P14416,7JVR,E,233,35,1,0.525959368,0.140625,FALSE
P14416,8IRS,A,224,36.5,1,0.505643341,0.180094787,FALSE
P14416,8IRS,B,339,27,1,0.76523702,0.057471264,FALSE
P14416,8IRS,E,233,35,1,0.525959368,0.140625,FALSE
P14416,8IRS,G,58,27,1,0.130925508,0.120689655,FALSE
P14416,8IRS,R,265,1275.5,1,0.598194131,0.996226415,FALSE
Q8TDV5,7WCM,A,235,32.5,1,0.701492537,0.239583333,FALSE
Q8TDV5,7WCM,B,339,47,1,1.011940299,0.165957447,FALSE
Q8TDV5,7WCM,C,55,21,1,0.164179104,0.109090909,FALSE
Q8TDV5,7WCM,N,129,24,1,0.385074627,0.100775194,FALSE
Q8TDV5,7WCM,R,290,1456,1,0.865671642,0.993103448,TRUE
Q8TDV5,7WCN,A,235,32.5,1,0.701492537,0.239583333,FALSE
Q8TDV5,7WCN,B,339,47,1,1.011940299,0.165957447,FALSE
Q8TDV5,7WCN,C,58,22,1,0.173134328,0.120689655,FALSE
Q8TDV5,7WCN,N,128,24,1,0.382089552,0.1015625,FALSE
Q8TDV5,7WCN,R,290,1456,1,0.865671642,0.993103448,TRUE
Q8TDV5,7XZ5,A,237,41,1,0.707462687,0.24742268,FALSE
Q8TDV5,7XZ5,B,338,47,1,1.008955224,0.165957447,FALSE
Q8TDV5,7XZ5,G,57,21,1,0.170149254,0.122807018,FALSE
Q8TDV5,7XZ5,N,128,24,1,0.382089552,0.1015625,FALSE
Q8TDV5,7XZ5,R,293,1469.5,1,0.874626866,0.996587031,TRUE
Q8TDV5,7XZ6,A,237,41,1,0.707462687,0.24742268,FALSE
Q8TDV5,7XZ6,B,338,47,1,1.008955224,0.165957447,FALSE
Q8TDV5,7XZ6,G,57,21,1,0.170149254,0.122807018,FALSE
Q8TDV5,7XZ6,N,128,24,1,0.382089552,0.1015625,FALSE
Q8TDV5,7XZ6,R,294,1469.5,1,0.87761194,0.993197279,TRUE
Q8TDV5,8ZR5,A,237,41,1,0.707462687,0.24742268,FALSE
Q8TDV5,8ZR5,B,338,47,1,1.008955224,0.165957447,FALSE
Q8TDV5,8ZR5,G,57,21,1,0.170149254,0.122807018,FALSE
Q8TDV5,8ZR5,N,128,24,1,0.382089552,0.1015625,FALSE
Q8TDV5,8ZR5,C,285,1432,1,0.850746269,0.996491228,TRUE
Q8TDV5,8ZRK,A,237,41,1,0.707462687,0.24742268,FALSE
Q8TDV5,8ZRK,B,338,47,1,1.008955224,0.165957447,FALSE
Q8TDV5,8ZRK,G,57,21,1,0.170149254,0.122807018,FALSE
Q8TDV5,8ZRK,N,128,24,1,0.382089552,0.1015625,FALSE
Q8TDV5,8ZRK,R,273,1360,1,0.814925373,0.996336996,TRUE
P21453,3V2W,A,444,1315.5,1,1.162303665,0.962837838,TRUE
P21453,3V2Y,A,468,1372.5,1,1.22513089,0.91875,TRUE
P21453,7EO2,A,281,1382.5,1,0.735602094,0.992882562,TRUE
P21453,7EO2,B,220,33,1,0.57591623,0.171428571,FALSE
P21453,7EO2,C,337,47.5,1,0.882198953,0.166666667,FALSE
P21453,7EO2,D,58,20,1,0.151832461,0.120689655,FALSE
P21453,7EO2,E,231,35.5,1,0.604712042,0.188172043,FALSE
P21453,7EO4,A,283,1393.5,1,0.740837696,0.992932862,TRUE
P21453,7EO4,B,151,35,1,0.395287958,0.246153846,FALSE
P21453,7EO4,C,339,47.5,1,0.887434555,0.166666667,FALSE
P21453,7EO4,D,56,20,1,0.146596859,0.125,FALSE
P21453,7EO4,E,231,35.5,1,0.604712042,0.188172043,FALSE
P21453,7EVY,A,228,28.5,1,0.596858639,0.06010929,FALSE
P21453,7EVY,B,340,47.5,1,0.890052356,0.166666667,FALSE
P21453,7EVY,C,58,20,1,0.151832461,0.120689655,FALSE
P21453,7EVY,D,288,1433,1,0.753926702,0.993055556,TRUE
P21453,7EVY,E,232,35,1,0.607329843,0.188172043,FALSE
P21453,7EVZ,A,228,28.5,1,0.596858639,0.06010929,FALSE
P21453,7EVZ,B,340,47.5,1,0.890052356,0.166666667,FALSE
P21453,7EVZ,C,58,20,1,0.151832461,0.120689655,FALSE
P21453,7EVZ,D,291,1433,1,0.761780105,0.982817869,TRUE
P21453,7EVZ,E,232,35,1,0.607329843,0.188172043,FALSE
P21453,7EW0,A,228,28.5,1,0.596858639,0.06010929,FALSE
P21453,7EW0,B,340,47.5,1,0.890052356,0.166666667,FALSE
P21453,7EW0,C,58,20,1,0.151832461,0.120689655,FALSE
P21453,7EW0,D,285,1422,1,0.746073298,0.996491228,TRUE
P21453,7EW0,E,232,35,1,0.607329843,0.188172043,FALSE
P21453,7EW7,A,228,28.5,1,0.596858639,0.06010929,FALSE
P21453,7EW7,B,340,47.5,1,0.890052356,0.166666667,FALSE
P21453,7EW7,C,58,20,1,0.151832461,0.120689655,FALSE
P21453,7EW7,D,287,1432,1,0.751308901,0.996515679,TRUE
P21453,7EW7,E,232,35,1,0.607329843,0.188172043,FALSE
P21453,7TD3,B,338,47.5,1,0.884816754,0.166666667,FALSE
P21453,7TD3,A,223,30,1,0.583769634,0.081967213,FALSE
P21453,7TD3,G,56,20,1,0.146596859,0.125,FALSE
P21453,7TD3,R,294,1466,1,0.769633508,0.993197279,TRUE
P21453,7TD4,B,331,47.5,1,0.866492147,0.166666667,FALSE
P21453,7TD4,A,222,32,1,0.581151832,0.162790698,FALSE
P21453,7TD4,G,51,20,1,0.133507853,0.117647059,FALSE
P21453,7TD4,R,292,1457,1,0.764397906,0.993150685,TRUE
P21453,7VIE,A,338,47.5,1,0.884816754,0.166666667,FALSE
P21453,7VIE,C,57,20,1,0.14921466,0.122807018,FALSE
P21453,7VIE,E,236,34,1,0.617801047,0.187165775,FALSE
P21453,7VIE,F,279,1391,1,0.730366492,0.996415771,TRUE
P21453,7VIE,D,225,29.5,1,0.589005236,0.166666667,FALSE
P21453,7VIF,A,338,47.5,1,0.884816754,0.166666667,FALSE
P21453,7VIF,C,57,20,1,0.14921466,0.122807018,FALSE
P21453,7VIF,E,235,34.5,1,0.615183246,0.187165775,FALSE
P21453,7VIF,F,281,1402,1,0.735602094,0.996441281,TRUE
P21453,7VIF,D,225,29.5,1,0.589005236,0.166666667,FALSE
P21453,7VIG,A,338,47.5,1,0.884816754,0.166666667,FALSE
P21453,7VIG,C,57,20,1,0.14921466,0.122807018,FALSE
P21453,7VIG,E,235,34.5,1,0.615183246,0.187165775,FALSE
P21453,7VIG,F,281,1402,1,0.735602094,0.996441281,TRUE
P21453,7VIG,D,223,30.5,1,0.583769634,0.172413793,FALSE
P21453,7VIH,A,338,47.5,1,0.884816754,0.166666667,FALSE
P21453,7VIH,C,57,20,1,0.14921466,0.122807018,FALSE
P21453,7VIH,E,236,34,1,0.617801047,0.187165775,FALSE
P21453,7VIH,F,280,1395.5,1,0.732984293,0.996428571,TRUE
P21453,7VIH,D,226,29.5,1,0.591623037,0.155172414,FALSE
P21453,7WF7,A,272,1312,1,0.712041885,0.992647059,TRUE
P21453,7WF7,B,142,35,1,0.371727749,0.091549296,FALSE
P21453,7WF7,C,337,47.5,1,0.882198953,0.166666667,FALSE
P21453,7WF7,D,53,20,1,0.138743455,0.113207547,FALSE
P21453,7WF7,E,231,35.5,1,0.604712042,0.188172043,FALSE
P21453,8G94,A,288,1443,1,0.753926702,1,TRUE
P21453,8G94,B,221,33,1,0.578534031,0.171428571,FALSE
P21453,8G94,C,337,47.5,1,0.882198953,0.166666667,FALSE
P21453,8G94,D,58,20,1,0.151832461,0.120689655,FALSE
P21453,8G94,E,231,35.5,1,0.604712042,0.188172043,FALSE
P21453,8G94,F,25,25,1,0.065445026,0.32,FALSE
P21453,8G94,G,27,28,1,0.070680628,0.185185185,FALSE
P43088,8IQ4,R,275,1402,1,0.766016713,0.996363636,TRUE
P43088,8IQ4,A,201,32.5,1,0.559888579,0.184971098,FALSE
P43088,8IQ4,B,329,48.5,1,0.91643454,0.121794872,FALSE
P43088,8IQ4,G,36,23,1,0.100278552,0.266666667,FALSE
P43088,8IQ4,N,114,23.5,1,0.317548747,0.222222222,FALSE
P43088,8IQ6,A,201,32.5,1,0.559888579,0.184971098,FALSE
P43088,8IQ6,B,329,48.5,1,0.91643454,0.121794872,FALSE
P43088,8IQ6,G,36,23,1,0.100278552,0.266666667,FALSE
P43088,8IQ6,N,114,23.5,1,0.317548747,0.222222222,FALSE
P43088,8IQ6,R,275,1402,1,0.766016713,0.996363636,TRUE
P43088,8IUK,A,227,29,1,0.632311978,0.044052863,FALSE
P43088,8IUK,B,338,48.5,1,0.941504178,0.121794872,FALSE
P43088,8IUK,E,230,31.5,1,0.640668524,0.087719298,FALSE
P43088,8IUK,G,54,23,1,0.150417827,0.230769231,FALSE
P43088,8IUK,N,128,29.5,1,0.356545961,0.149606299,FALSE
P43088,8IUK,R,294,1512.5,1,0.818941504,0.996598639,TRUE
P43088,8IUL,A,232,29,1,0.646239554,0.043103448,FALSE
P43088,8IUL,B,338,48.5,1,0.941504178,0.121794872,FALSE
P43088,8IUL,E,230,31.5,1,0.640668524,0.087719298,FALSE
P43088,8IUL,G,54,23,1,0.150417827,0.230769231,FALSE
P43088,8IUL,R,294,1512.5,1,0.818941504,0.996598639,TRUE
P43088,8IUM,A,227,29,1,0.632311978,0.044052863,FALSE
P43088,8IUM,B,338,48.5,1,0.941504178,0.121794872,FALSE
P43088,8IUM,E,230,31.5,1,0.640668524,0.087719298,FALSE
P43088,8IUM,G,54,23,1,0.150417827,0.230769231,FALSE
P43088,8IUM,N,128,29.5,1,0.356545961,0.149606299,FALSE
P43088,8IUM,R,294,1512.5,1,0.818941504,0.996598639,TRUE
P43088,8XJK,A,224,27.5,1,0.623955432,0.09375,FALSE
P43088,8XJK,B,342,48.5,1,0.95264624,0.125786164,FALSE
P43088,8XJK,C,57,23,1,0.158774373,0.214285714,FALSE
P43088,8XJK,E,230,31.5,1,0.640668524,0.070175439,FALSE
P43088,8XJK,R,288,1468,1,0.802228412,0.996527778,TRUE
P43088,8XJL,A,224,27.5,1,0.623955432,0.09375,FALSE
P43088,8XJL,B,342,48.5,1,0.95264624,0.125786164,FALSE
P43088,8XJL,C,57,23,1,0.158774373,0.214285714,FALSE
P43088,8XJL,E,230,31.5,1,0.640668524,0.070175439,FALSE
P43088,8XJL,R,288,1468,1,0.802228412,0.996527778,TRUE
P43088,8XJM,A,224,27.5,1,0.623955432,0.09375,FALSE
P43088,8XJM,B,342,48.5,1,0.95264624,0.125786164,FALSE
P43088,8XJM,C,57,23,1,0.158774373,0.214285714,FALSE
P43088,8XJM,E,230,31.5,1,0.640668524,0.070175439,FALSE
P43088,8XJM,R,288,1468,1,0.802228412,0.996527778,TRUE
P46663,7EIB,A,295,1516.5,1,0.835694051,0.996610169,TRUE
P46663,7EIB,D,9,14,1,0.025495751,0.222222222,FALSE
P46663,7EIB,B,235,26.5,1,0.66572238,0.118421053,FALSE
P46663,7EIB,C,338,50,1,0.957507082,0.156862745,FALSE
P46663,7EIB,E,51,23,1,0.144475921,0.117647059,FALSE
P28222,4IAQ,A,373,1378.5,1,0.956410256,0.847058824,TRUE
P28222,4IAR,A,390,1384,1,1,0.83625731,TRUE
P28222,5V54,A,383,1395.5,1,0.982051282,0.853372434,TRUE
P28222,5V54,B,384,1431.5,1,0.984615385,0.876470588,TRUE
P28222,6G79,B,333,47.5,1,0.853846154,0.12,FALSE
P28222,6G79,G,56,22.5,1,0.143589744,0.214285714,FALSE
P28222,6G79,A,209,35,1,0.535897436,0.328571429,FALSE
P28222,6G79,S,263,1284,1,0.674358974,0.992395437,FALSE
P28222,7C61,L,213,36,1,0.546153846,0.169811321,FALSE
P28222,7C61,H,215,42.5,1,0.551282051,0.228571429,FALSE
P28222,7C61,A,363,1347,1,0.930769231,0.834834835,TRUE
O15552,8J22,A,340,43.5,1,1.03030303,0.104477612,FALSE
O15552,8J22,B,215,34.5,1,0.651515152,0.105263158,FALSE
O15552,8J22,C,286,1424,1,0.866666667,0.961538462,TRUE
O15552,8J22,D,57,25.5,1,0.172727273,0.310344828,FALSE
O15552,8J22,F,235,32.5,1,0.712121212,0.123762376,FALSE
O15552,8J23,A,258,1295.5,1,0.781818182,0.968992248,TRUE
O15552,8J23,B,216,34.5,1,0.654545455,0.099415205,FALSE
O15552,8J23,C,340,43.5,1,1.03030303,0.104477612,FALSE
O15552,8J23,D,57,25.5,1,0.172727273,0.310344828,FALSE
O15552,8J23,F,230,32.5,1,0.696969697,0.106598985,FALSE
O15552,8J24,B,340,43.5,1,1.03030303,0.104477612,FALSE
O15552,8J24,C,215,34.5,1,0.651515152,0.099415205,FALSE
O15552,8J24,D,259,1295.5,1,0.784848485,0.965250965,TRUE
O15552,8J24,F,57,25.5,1,0.172727273,0.310344828,FALSE
O15552,8J24,G,235,32.5,1,0.712121212,0.123762376,FALSE
O15552,8T3S,A,230,37,1,0.696969697,0.144385027,FALSE
O15552,8T3S,B,342,43.5,1,1.036363636,0.103703704,FALSE
O15552,8T3S,G,57,25.5,1,0.172727273,0.333333333,FALSE
O15552,8T3S,N,232,32.5,1,0.703030303,0.124378109,FALSE
O15552,8T3S,R,262,1298,1,0.793939394,0.984732824,TRUE
P25105,5ZKP,A,438,1404,1,1.280701754,0.959731544,TRUE
P25105,5ZKQ,A,285,1410,1,0.833333333,0.961403509,TRUE
P25105,5ZKQ,B,412,1383.5,1,1.204678363,0.933554817,TRUE
P50391,7X9C,R,302,1565,1,0.805333333,0.996688742,TRUE
P50391,7X9C,A,217,45,1,0.578666667,0.147435897,FALSE
P50391,7X9C,B,336,36,1,0.896,0.105263158,FALSE
P50391,7X9C,C,54,25,1,0.144,0.222222222,FALSE
P50391,7X9C,P,36,24,1,0.096,0.25,FALSE
Q9Y271,6RZ4,A,423,1451.5,1,1.255192878,0.908805031,TRUE
Q9Y271,6RZ5,A,396,1443.5,1,1.175074184,0.910543131,TRUE
Q9Y271,6RZ5,B,410,1421.5,1,1.216617211,0.915857605,TRUE
P29274,2YDO,A,330,1533.5,1,0.800970874,0.9,TRUE
P29274,2YDV,A,348,1558.5,1,0.844660194,0.867816092,TRUE
P29274,3EML,A,537,1404,1,1.303398058,0.751282051,TRUE
P29274,3PWH,A,292,1466.5,1,0.708737864,0.969178082,TRUE
P29274,3QAK,A,453,1384,1,1.099514563,0.944444444,TRUE
P29274,3REY,A,292,1466.5,1,0.708737864,0.969178082,TRUE
P29274,3RFM,A,292,1466.5,1,0.708737864,0.969178082,TRUE
P29274,3UZA,A,292,1466.5,1,0.708737864,0.969178082,TRUE
P29274,3UZC,A,292,1466.5,1,0.708737864,0.969178082,TRUE
P29274,3VG9,A,312,1533,1,0.757281553,0.951923077,TRUE
P29274,3VG9,B,236,39,1,0.572815534,0.191666667,FALSE
P29274,3VG9,C,263,35.5,1,0.638349515,0.218543046,FALSE
P29274,3VGA,A,299,1528,1,0.725728155,0.989966555,TRUE
P29274,3VGA,B,217,39,1,0.526699029,0.191666667,FALSE
P29274,3VGA,C,227,30,1,0.550970874,0.168831169,FALSE
P29274,4EIY,A,597,1499.5,1,1.449029126,0.723300971,TRUE
P29274,4UG2,A,301,1480.5,1,0.730582524,0.953488372,TRUE
P29274,4UG2,B,287,1380,1,0.696601942,0.947735192,FALSE
P29274,4UHR,A,320,1559,1,0.776699029,0.946875,TRUE
P29274,5G53,A,286,1423,1,0.694174757,0.975524476,FALSE
P29274,5G53,B,285,1461.5,1,0.691747573,0.992982456,FALSE
P29274,5G53,C,197,31,1,0.47815534,0.076142132,FALSE
P29274,5G53,D,185,31,1,0.449029126,0.091891892,FALSE
P29274,5IU4,A,583,1440.5,1,1.415048544,0.696601942,FALSE
